Text,Token,Dominant_Topic,Contribution%,Topic_Name
sorry hear bing doesnt allow adjust aspect ratio time access chatgpt plus gpt4 model dalle 3 use prompt obtain vertical ar result,"['sorry', 'hear', 'bing', 'doesnt', 'allow', 'adjust', 'aspect', 'ratio', 'time', 'access', 'chatgpt', 'plus', 'gpt', 'model', 'dalle', 'use', 'prompt', 'obtain', 'vertical', 'ar', 'result']",4,73.3,T4 Random Ask and Conversations
chatgpt v perplexity ai v poe one,"['chatgpt', 'perplexity', 'ai', 'poe', 'one']",4,62.21,T4 Random Ask and Conversations
check alyssa stringer late blog post chatgpt aipowered chatbot thats cause stir boost productivity uncover darker side textgenerating marvel become gamechanger dont miss read,"['check', 'alyssa', 'stringer', 'late', 'blog', 'post', 'chatgpt', 'aipowered', 'chatbot', 'thats', 'cause', 'stir', 'boost', 'productivity', 'uncover', 'darker', 'side', 'textgenerating', 'marvel', 'become', 'gamechanger', 'dont', 'miss', 'read']",1,89.7,T1 Information Technology
ai already fail person use ai become unbeatable imagine system think like human last week use chatgpt write movie script 10minutes ai problem,"['ai', 'already', 'fail', 'person', 'use', 'ai', 'become', 'unbeatable', 'imagine', 'system', 'think', 'like', 'human', 'last', 'week', 'use', 'chatgpt', 'write', 'movie', 'script', 'minutes', 'ai', 'problem']",3,54.12,T3 Experiment AI
would use chatgpt reply tweet actually read reply feel use chatgpt chat express emotion,"['would', 'use', 'chatgpt', 'reply', 'tweet', 'actually', 'read', 'reply', 'feel', 'use', 'chatgpt', 'chat', 'express', 'emotion']",1,92.02,T1 Information Technology
show chatgpt app voice conversation enable cant wait play,"['show', 'chatgpt', 'app', 'voice', 'conversation', 'enable', 'cant', 'wait', 'play']",3,86.8,T3 Experiment AI
dont read chatgpt yeah love give laugh entertainment,"['dont', 'read', 'chatgpt', 'yeah', 'love', 'give', 'laugh', 'entertainment']",1,84.26,T1 Information Technology
young lady illustrate primer simulate gpt4 really beautiful illustration work llms gpt chatgpt ai ml design,"['young', 'lady', 'illustrate', 'primer', 'simulate', 'gpt', 'really', 'beautiful', 'illustration', 'work', 'llms', 'gpt', 'chatgpt', 'ai', 'ml', 'design']",4,84.54,T4 Random Ask and Conversations
fashion brandsare see chatgpt,"['fashion', 'brandsare', 'see', 'chatgpt']",4,60.77,T4 Random Ask and Conversations
thank professor yoshua bengios pioneer research help bring chatgpt current ai boom he worry ai could harm civilization say future need humanity defense organization doomerism xrisk,"['thank', 'professor', 'yoshua', 'bengios', 'pioneer', 'research', 'help', 'bring', 'chatgpt', 'current', 'ai', 'boom', 'worry', 'ai', 'could', 'harm', 'civilization', 'say', 'future', 'need', 'humanity', 'defense', 'organization', 'doomerism', 'xrisk']",2,88.07,T2 Education and Foundations
sancho de azpeitia doubt must name foot rocinante chatgpt账号 飞机号 推特账号 谷歌账号 tiktok粉丝 47973,"['sancho', 'de', 'azpeitia', 'doubt', 'must', 'name', 'foot', 'rocinante', 'chatgpt账号_飞机号_推特账号', '谷歌账号', 'tiktok粉丝']",1,62.23,T1 Information Technology
post bring chatgpt,"['post', 'bring', 'chatgpt']",1,60.32,T1 Information Technology
favorite ai tool use chatgpt help answer different question get overview research depth,"['favorite', 'ai', 'tool', 'use', 'chatgpt', 'help', 'answer', 'different', 'question', 'get', 'overview', 'research', 'depth']",1,78.4,T1 Information Technology
maybe best subdomain choose dalle image chatgpt,"['maybe', 'best', 'subdomain', 'choose', 'dalle', 'image', 'chatgpt']",3,80.64,T3 Experiment AI
intern mass post everyone chatgpt,"['intern', 'mass', 'post', 'everyone', 'chatgpt']",1,73.88,T1 Information Technology
anyone dug system promptrules chatgpt audio conversation mode,"['anyone', 'dug', 'system', 'promptrules', 'chatgpt', 'audio', 'conversation', 'mode']",2,80.38,T2 Education and Foundations
get fact chatgpt assume response 100 accurate,"['get', 'fact', 'chatgpt', 'assume', 'response', 'accurate']",2,80.04,T2 Education and Foundations
ey say signature false shall leave without asscolts chatgpt账号 飞机号 推特账号 谷歌账号 gv语音 70401,"['ey', 'say', 'signature', 'false', 'shall', 'leave', 'without', 'asscolts', 'chatgpt账号_飞机号_推特账号', '谷歌账号', 'gv语音']",1,63.36,T1 Information Technology
4 make workout fit chatgpt allows make workout one size fit workout allows make workout cater instead spending hour make here prompt use make,"['make', 'workout', 'fit', 'chatgpt', 'allows', 'make', 'workout', 'one', 'size', 'fit', 'workout', 'allows', 'make', 'workout', 'cater', 'instead', 'spending', 'hour', 'make', 'prompt', 'use', 'make']",1,87.64,T1 Information Technology
5 get advice professional web search chatgpt act like dan go take thing dan say apply,"['get', 'advice', 'professional', 'web', 'search', 'chatgpt', 'act', 'like', 'dan', 'go', 'take', 'thing', 'dan', 'say', 'apply']",4,86.5,T4 Random Ask and Conversations
copy script chatgpt fuck 8 year old could write something convince already know world side long bother try make scenario anyone two braincells buy,"['copy', 'script', 'chatgpt', 'fuck', 'year', 'old', 'could', 'write', 'something', 'convince', 'already', 'know', 'world', 'side', 'long', 'bother', 'try', 'make', 'scenario', 'anyone', 'two', 'braincells', 'buy']",2,93.73,T2 Education and Foundations
1 meal planning chatgpts new image analysis feature allow get healthy meal idea show picture fridge,"['meal', 'planning', 'chatgpts', 'new', 'image', 'analysis', 'feature', 'allow', 'get', 'healthy', 'meal', 'idea', 'show', 'picture', 'fridge']",2,67.78,T2 Education and Foundations
chatgpt help get best shape life truly astonish 5 wild way use chatgpt get back prime,"['chatgpt', 'help', 'get', 'best', 'shape', 'life', 'truly', 'astonish', 'wild', 'way', 'use', 'chatgpt', 'get', 'back', 'prime']",1,53.11,T1 Information Technology
use llama2 time chatgpts api opensourcing dataset help,"['use', 'llama', 'time', 'chatgpts', 'api', 'opensourcing', 'dataset', 'help']",1,84.09,T1 Information Technology
ive never see chatgpt definitive answer question even bother give reason hmmm well train data model owner action,"['ive', 'never', 'see', 'chatgpt', 'definitive', 'answer', 'question', 'even', 'bother', 'give', 'reason', 'hmmm', 'well', 'train', 'data', 'model', 'owner', 'action']",4,91.44,T4 Random Ask and Conversations
write program use opencv measure launch angle amongst thing wont mention chatgpt 4 measurement spot measurement launch angle really cool read picture,"['write', 'program', 'use', 'opencv', 'measure', 'launch', 'angle', 'amongst', 'thing', 'wont', 'mention', 'chatgpt', 'measurement', 'spot', 'measurement', 'launch', 'angle', 'really', 'cool', 'read', 'picture']",3,86.59,T3 Experiment AI
valedictorian son graduation speech write chatgpt bland lack passion know something wasnt right tell even,"['valedictorian', 'son', 'graduation', 'speech', 'write', 'chatgpt', 'bland', 'lack', 'passion', 'know', 'something', 'wasnt', 'right', 'tell', 'even']",4,88.73,T4 Random Ask and Conversations
new product release train multiple source yes mix actually new feature platform month forget post 𝕏 buildinpublic ai chatgpt gpt ia,"['new', 'product', 'release', 'train', 'multiple', 'source', 'yes', 'mix', 'actually', 'new', 'feature', 'platform', 'month', 'forget', 'post', 'buildinpublic', 'ai', 'chatgpt', 'gpt', 'ia']",2,91.14,T2 Education and Foundations
dont know shit chatgpt unless chatgpt spend 10 minute try work solution reallly check piece conversation crazy thing ever see happens time wait,"['dont', 'know', 'shit', 'chatgpt', 'unless', 'chatgpt', 'spend', 'minute', 'try', 'work', 'solution', 'reallly', 'check', 'piece', 'conversation', 'crazy', 'thing', 'ever', 'see', 'happens', 'time', 'wait']",1,92.06,T1 Information Technology
think chatgpt would refuse question cool,"['think', 'chatgpt', 'would', 'refuse', 'question', 'cool']",1,80.66,T1 Information Technology
personal opinion everyone need watch cbs sunday morning week last segment aichatgpd scientist except war scary thing ive see im sure chatgpt photo,"['personal', 'opinion', 'everyone', 'need', 'watch', 'cbs', 'sunday', 'morning', 'week', 'last', 'segment', 'aichatgpd', 'scientist', 'except', 'war', 'scary', 'thing', 'ive', 'see', 'im', 'sure', 'chatgpt', 'photo']",1,90.18,T1 Information Technology
chatgpt define secret,"['chatgpt', 'define', 'secret']",1,25.0,T1 Information Technology
deadass use chatgpt rizz advice,"['deadass', 'use', 'chatgpt', 'rizz', 'advice']",1,61.51,T1 Information Technology
ask chatgpt turn acdc song,"['ask', 'chatgpt', 'turn', 'acdc', 'song']",4,61.0,T4 Random Ask and Conversations
chatgpt husband give answer need vent pi mom listen even sound insane,"['chatgpt', 'husband', 'give', 'answer', 'need', 'vent', 'pi', 'mom', 'listen', 'even', 'sound', 'insane']",1,84.11,T1 Information Technology
know anything like dalle3 bing chatgpt without filter make hard work around filter,"['know', 'anything', 'like', 'dalle', 'bing', 'chatgpt', 'without', 'filter', 'make', 'hard', 'work', 'around', 'filter']",4,62.58,T4 Random Ask and Conversations
chatgpt youtube course artificialintelligence,"['chatgpt', 'youtube', 'course']",2,61.25,T2 Education and Foundations
real producer hire ghost producer develop country use chatgpt write progression,"['real', 'producer', 'hire', 'ghost', 'producer', 'develop', 'country', 'use', 'chatgpt', 'write', 'progression']",4,43.5,T4 Random Ask and Conversations
diverse skin tone come first experiment chatgpts dalle 3 function kick back image description,"['diverse', 'skin', 'tone', 'come', 'first', 'experiment', 'chatgpts', 'dalle', 'function', 'kick', 'back', 'image', 'description']",4,50.0,T4 Random Ask and Conversations
form turn place exist ai model enable perform specific task eg use llama chatgpt get many result task train agent give specific feedback complete specific task base model,"['form', 'turn', 'place', 'exist', 'ai', 'model', 'enable', 'perform', 'specific', 'task', 'eg', 'use', 'llama', 'chatgpt', 'get', 'many', 'result', 'task', 'train', 'agent', 'give', 'specific', 'feedback', 'complete', 'specific', 'task', 'base', 'model']",1,93.7,T1 Information Technology
literally omggggg know theyre gonna chatgpt lie n deceit omfg,"['literally', 'omggggg', 'know', 'theyre', 'gonna', 'chatgpt', 'lie', 'deceit', 'omfg']",1,80.38,T1 Information Technology
could master thesis fiction video game identity also literally ask google chatgpt etc give fact call imbecile several time hope understand reticency,"['could', 'master', 'thesis', 'fiction', 'video', 'game', 'identity', 'also', 'literally', 'ask', 'google', 'chatgpt', 'etc', 'give', 'fact', 'call', 'imbecile', 'several', 'time', 'hope', 'understand', 'reticency']",4,56.18,T4 Random Ask and Conversations
ask chatgpt advice,"['ask', 'chatgpt', 'advice']",4,60.99,T4 Random Ask and Conversations
join u wednesday webinar well discuss new enhancement lockdown browser respondus monitor along privacy accessibility chatgpt reduce proctor cost register,"['join', 'wednesday', 'webinar', 'well', 'discuss', 'new', 'enhancement', 'lockdown', 'browser', 'respondus', 'monitor', 'along', 'privacy', 'accessibility', 'chatgpt', 'reduce', 'proctor', 'cost', 'register']",2,72.85,T2 Education and Foundations
havent do lot experimentation look pretty good im glad alternative chatgpt unfortunate github copilot chat doesnt work,"['havent', 'lot', 'experimentation', 'look', 'pretty', 'good', 'im', 'glad', 'alternative', 'chatgpt', 'unfortunate', 'github', 'copilot', 'chat', 'doesnt', 'work']",4,88.79,T4 Random Ask and Conversations
chatgpt lmfaoooo,"['chatgpt', 'lmfaoooo']",1,25.0,T1 Information Technology
saw stack traffic drop 40 since chatgpt come testament community moderation happen jerk take ps stack contributor also jerk,"['saw', 'stack', 'traffic', 'drop', 'since', 'chatgpt', 'come', 'testament', 'community', 'moderation', 'happen', 'jerk', 'take', 'ps', 'stack', 'contributor', 'also', 'jerk']",4,83.74,T4 Random Ask and Conversations
would choose chatgpt well,"['would', 'choose', 'chatgpt', 'well']",1,51.18,T1 Information Technology
think need understand human biochemistry bit think well get already play around get chatgpt help thing,"['think', 'need', 'understand', 'human', 'biochemistry', 'bit', 'think', 'well', 'get', 'already', 'play', 'around', 'get', 'chatgpt', 'help', 'thing']",4,93.96,T4 Random Ask and Conversations
thats totally true bad im use heavily work software engineering im able 10x productive problem people rely become automatism kind work chatgpt,"['thats', 'totally', 'true', 'bad', 'im', 'use', 'heavily', 'work', 'software', 'engineering', 'im', 'able', 'productive', 'problem', 'people', 'rely', 'become', 'automatism', 'kind', 'work', 'chatgpt']",1,89.68,T1 Information Technology
5 thing ai sentia ai auto writes email lead intelligence conversational ai search lead conversion opportunity score b2b crm ai generativeai sale crmspaceinfo chatgpt tech innovation biztips business,"['thing', 'ai', 'sentia', 'ai', 'auto', 'writes', 'email', 'lead', 'intelligence', 'conversational', 'ai', 'search', 'lead', 'conversion', 'opportunity', 'score', 'crm', 'ai', 'generativeai', 'sale', 'crmspaceinfo', 'chatgpt', 'tech', 'innovation', 'biztips', 'business']",2,63.63,T2 Education and Foundations
chatgpt expose passage provide appear discuss incident involve attack hospital gaza attribution responsibility attack writer seem take position barbaric terrorist gaza,"['chatgpt', 'expose', 'passage', 'provide', 'appear', 'discuss', 'incident', 'involve', 'attack', 'hospital', 'gaza', 'attribution', 'responsibility', 'attack', 'writer', 'seem', 'take', 'position', 'barbaric', 'terrorist', 'gaza']",3,60.99,T3 Experiment AI
podcast ted talk circuit dignity part seriously though kind mad public movement around stop building hasnt happen earlier guess people need see chatgpt eye,"['podcast', 'ted', 'talk', 'circuit', 'dignity', 'part', 'seriously', 'though', 'kind', 'mad', 'public', 'movement', 'around', 'stop', 'building', 'hasnt', 'happen', 'earlier', 'guess', 'people', 'need', 'see', 'chatgpt', 'eye']",1,88.56,T1 Information Technology
every reply tweet either chatgpt bot bait ad revenue honestly shock easily one person destroy app,"['every', 'reply', 'tweet', 'either', 'chatgpt', 'bot', 'bait', 'ad', 'revenue', 'honestly', 'shock', 'easily', 'one', 'person', 'destroy', 'app']",4,84.48,T4 Random Ask and Conversations
chatgpt confuse 4 people,"['chatgpt', 'confuse', 'people']",3,59.13,T3 Experiment AI
